owner,quantity,price
Kyle Cortez,44,$1255.69
Jimmy Ellis,62,$5214.77
Landon Ellis,41,$6047.26
Bettie Lambert,35,$296.53
Lucile Green,25,$4935.85
Jeff Hamilton,46,$303.71
Bernice Hubbard,30,$2469.51
Rose Shelton,20,$9822.85
Harold Evans,19,$3103.48
Sylvia Gregory,25,$970.27
Celia Dean,51,$3377.60
Billy McGee,59,$5819.30
Austin Dixon,58,$8060.55
Patrick Norris,49,$6583.67
Jim McLaughlin,25,$3014.53
Clayton Martinez,47,$6835.67
Claudia Moreno,48,$9284.74
Lina McKenzie,33,$1452.31
Elva Harper,21,$2437.42
Rodney Walton,61,$1984.07
Martin Wright,27,$8667.56
Barbara McGee,41,$6186.90
Lloyd Stewart,52,$5253.51
Andrew Lloyd,22,$9669.16
Josie Fuller,18,$8828.54
Zachary Ward,45,$3265.03
Amelia Ballard,21,$9203.16
Melvin Johnston,26,$4182.28
Carolyn Hunter,32,$734.60
Emilie Figueroa,27,$5469.77
Gavin Cooper,53,$507.89
Bernice Buchanan,43,$7823.84
Ryan May,40,$562.55
Teresa Carson,34,$6757.45
Emma McCormick,34,$4896.18
Jared Mack,42,$5512.47
Jorge Hernandez,44,$9043.84
Sophia Manning,18,$7505.27
Alex Blair,46,$4442.02
Lenora Rivera,23,$1998.66
Kyle Phelps,59,$2709.22
Amanda Stevenson,55,$433.47
Clayton Harris,63,$9996.16
Sarah Lamb,18,$9260.30
Francisco Ross,39,$5907.68
Josie Terry,59,$9901.50
Edith Shaw,24,$9499.22
Ellen Gordon,58,$7165.55
Jordan Glover,60,$3720.16
Annie Harrington,19,$8425.89
Harvey Goodman,43,$7743.53
Nicholas Lee,29,$7577.98
Dean Guerrero,53,$7955.85
Nelle Carter,19,$5905.57
Randy Todd,64,$8382.37
Benjamin Lawrence,46,$7953.30
Travis Graves,54,$314.57
Randall Klein,18,$5563.73
Maggie Wright,44,$3849.38
Charlie Spencer,65,$9881.66
Estella Brewer,22,$2618.89
Matilda Love,34,$7052.20
Gabriel Aguilar,20,$5494.45
Edith Sutton,28,$8425.68
Betty Vasquez,64,$1793.86
Gertrude Cannon,62,$5726.97
Eunice Hicks,21,$4427.40
Linnie Norton,35,$220.11
Esther Harmon,62,$1587.24
Nina Ingram,24,$8906.19
Gregory Powers,36,$5821.11
Genevieve Peterson,25,$9943.21
Edward Nichols,55,$411.56
Rosalie Johnston,29,$225.27
Eva Brewer,44,$9896.70
Floyd Harmon,51,$742.90
George Brooks,54,$3858.41
Max Snyder,24,$7400.33
Harriet Wise,32,$6863.14
Mabelle Adams,22,$9344.95
Delia Waters,46,$4634.46
Adele Reese,59,$188.90
Allie Guzman,42,$9415.76
Albert Johnson,31,$7675.69
Dennis Henry,63,$3291.49
Rosetta Newton,45,$9.63
Adrian Willis,38,$8403.46
Brandon Curtis,36,$8976.92
Mayme Ball,51,$2075.08
Albert Hanson,39,$9602.24
Landon Figueroa,58,$6330.64
Mabel Collier,51,$9217.81
Hulda Thomas,24,$4497.45
Matthew Tate,61,$3397.98
Cody Bridges,44,$8831.49
Belle Silva,19,$5262.42
Philip Fuller,29,$547.16
Vernon Ortega,40,$517.72
Blanche Hernandez,23,$9044.62
Elijah McCormick,45,$6946.11
Hulda Kim,36,$8968.31
Linnie Love,38,$8915.95
Margaret Moody,43,$6880.45
Blake Mullins,20,$7841.88
Lydia Williamson,58,$1848.31
Myrtle Snyder,52,$6681.11
Stanley Schwartz,54,$323.04
Charlotte Johnston,34,$9653.11
Sophie Douglas,47,$2005.51
Nellie Cruz,22,$9876.72
Janie Walsh,39,$8188.41
Hunter Cunningham,45,$8459.87
Rena Christensen,55,$7864.26
Ricky Fisher,32,$6527.41
Duane Ross,36,$2263.37
Keith Lowe,20,$8041.47
Ollie Hunt,65,$4279.14
Gilbert Gross,31,$6281.74
Eunice Carson,29,$4943.68
Anthony Duncan,56,$56.38
Birdie Briggs,37,$6478.07
Abbie Garrett,56,$7329.58
Maria Lowe,62,$6640.69
Derek Lambert,19,$3189.31
Evan Harper,19,$3550.65
Alan Henry,24,$891.93
Trevor Martinez,29,$7438.88
Frederick Rios,27,$5008.78
Andre Ryan,42,$5526.63
Alta Torres,26,$5485.81
Adeline Underwood,51,$2083.99
Andrew Lynch,49,$1794.36
Mason Brown,19,$8881.80
Viola Rice,42,$6832.36
Lettie Thomas,39,$7606.73
Barbara Wells,28,$1729.27
Elsie Benson,64,$7028.92
Caleb Ball,39,$671.21
Mattie Grant,54,$4766.59
Annie Brown,56,$9036.75
Nelle Watkins,21,$7870.57
Charlotte Brock,44,$9116.16
Ruby Clark,35,$675.27
Beatrice Thornton,64,$8019.13
Sean Wise,26,$5895.42
Lucile Beck,38,$160.70
Wayne Peterson,40,$4266.73
Ivan Cross,37,$9176.46
Clyde Powers,32,$1184.79
Jason Ortega,46,$7570.84
Minnie Brown,50,$2063.63
Andrew Nash,64,$2720.35
Randall Todd,29,$1828.86
Polly Sanchez,52,$4697.60
Rosa Hunt,31,$3753.94
Leroy Briggs,64,$5461.07
Alex Barton,52,$1909.94
Martin Hale,48,$6370.19
Mittie Pearson,25,$5674.98
Francis Stokes,39,$3508.05
Marc Burns,22,$9898.02
Jayden Ferguson,51,$9407.16
Russell Sanchez,24,$3197.08
Sam Gross,44,$6498.55
Roger Rodriguez,19,$4114.54
Lula Colon,21,$4652.81
Edith Benson,25,$9271.48
Donald Lawson,27,$4218.22
Mike Holmes,20,$7085.43
Willie Dawson,64,$1721.72
Fannie Lowe,28,$8297.40
Philip Turner,45,$8113.00
Janie Wade,34,$2328.89
Milton Gardner,60,$3220.62
Logan McGee,58,$7055.06
Walter Lyons,63,$3542.42
Dustin Ingram,38,$8031.08
Henrietta Peterson,26,$5666.01
Lizzie Warren,59,$8548.13
Lulu Dennis,32,$8300.09
Celia Edwards,56,$4930.42
Charlotte Moss,47,$9903.08
Esther Reid,21,$9595.87
Phillip McCoy,63,$6184.26
Mabel Marshall,54,$619.45
Ethan Herrera,35,$1983.75
Dennis Leonard,41,$8928.74
Alvin Schmidt,51,$3392.40
Cecelia Garrett,58,$8954.09
Susan Nash,53,$8143.53
Effie Larson,58,$2442.17
Tom Little,58,$9465.02
Anne Leonard,49,$6437.84
Winifred Horton,33,$4087.68
Jacob Osborne,27,$8731.13
Shawn Steele,39,$3783.28
Rosa Hill,27,$4715.61
Marguerite Flores,38,$6280.89
Garrett Williams,53,$4692.39
Johnny Thornton,40,$3557.04
Kevin Hall,46,$3083.67
Rhoda Barker,62,$5724.24
Iva Lawrence,18,$4660.06
Augusta Frazier,40,$9389.51
Thomas Henry,32,$6588.91
Lina Carter,38,$2842.51
Mabelle Estrada,25,$190.52
Alan Austin,65,$7769.20
Evan Clayton,51,$3888.17
Mark Delgado,26,$5188.65
Della Willis,52,$8639.38
Cody Miles,30,$4941.31
Lelia Saunders,39,$4423.34
Cameron Price,60,$6562.80
Melvin Stokes,39,$6511.37
Lelia Powell,43,$6055.11
Lawrence Frazier,18,$5085.90
Jessie Bowman,49,$2728.19
Adelaide Cohen,47,$7774.45
Lucille Newman,51,$3554.40
Gussie Weber,22,$3881.26
Christian Reese,33,$208.19
Martha Keller,32,$2162.97
Julian Graham,50,$4536.04
Sophia Lane,55,$2852.00
Edwin Ballard,39,$8615.21
Pauline Soto,18,$5767.84
Nellie Allison,45,$7668.92
Mabelle Valdez,41,$4239.21
Mary Poole,59,$6632.87
Raymond Simmons,18,$8274.72
Wayne Cummings,62,$8642.46
Mathilda Davis,50,$2315.07
Fanny Massey,34,$1336.32
Hettie Bennett,22,$6057.02
Ellen Cross,28,$867.83
Franklin Graves,28,$97.53
Belle Bush,23,$6707.49
Louis Alvarez,28,$3969.82
Harry Hodges,32,$8874.04
Benjamin Ross,47,$582.44
Mable Rhodes,42,$6668.12
Jesse Ramirez,34,$5893.14
Betty Morton,36,$1102.89
Carolyn Parker,31,$9435.68
Alejandro Park,39,$3162.41
Rhoda Higgins,65,$1217.01
Johanna Garner,46,$4038.77
Harold Stevenson,26,$6318.33
Gabriel Dean,56,$7157.05
Chase Owen,56,$5706.36
Mayme Simpson,26,$7579.42
Steve Reese,37,$544.37
Evelyn Hogan,27,$3882.75
Mildred Copeland,24,$3463.41
Abbie Hogan,22,$2870.10
Chester Pittman,49,$8248.27
Devin Barnes,37,$8963.60
Lola Bridges,24,$2246.90
Dennis Grant,54,$6094.00
Bessie Perry,48,$5549.19
Ivan Wilkins,32,$7935.50
Darrell Wilkerson,53,$6678.59
Nicholas Jackson,53,$4092.90
Hattie Ray,60,$8568.99
Katharine Jackson,53,$2755.08
Melvin Pierce,22,$1475.64
Patrick Allen,40,$8845.62
Lelia Potter,64,$9869.42
Winnie Figueroa,61,$2875.64
Hulda Poole,64,$4075.83
Tyler Gomez,32,$2652.31
Jeffrey Logan,64,$4851.09
Lester Cox,60,$5086.04
Shawn Reynolds,26,$3569.89
Chester Butler,30,$5693.11
Victoria Anderson,59,$7215.44
Dollie Stone,51,$4948.80
Adelaide Austin,42,$3469.45
Craig Stewart,57,$1102.42
Blake King,63,$3474.51
Harry Bowen,44,$7793.73
Marguerite Foster,46,$1105.45
Victor Becker,59,$7768.30
Ora Miles,54,$2586.96
Harold Moss,54,$6767.57
Lenora Watts,22,$9475.82
Jeffery Ray,20,$9680.33
Jayden Wong,35,$5494.64
Lola Massey,32,$3241.22
Estelle Owen,60,$1736.13
Marcus Reyes,59,$9634.72
Jesus Murray,53,$5132.39
Aaron Hart,57,$6377.25
Phoebe Richards,30,$8173.00
Jacob Mendez,23,$5714.21
Donald Lynch,44,$5861.61
Lizzie Chambers,25,$6382.22
Myrtie Carpenter,43,$8368.91
Dollie Holmes,59,$9374.61
Harold Knight,60,$9404.95
Pauline Clark,40,$9320.69
Darrell Reid,38,$7225.16
William Goodwin,19,$2593.77
Ernest Fernandez,33,$6038.94
Willie Pearson,59,$1334.70
Gordon Obrien,51,$9615.33
Olive Campbell,52,$514.86
Edwin Mills,36,$7975.60
Genevieve Osborne,62,$5604.46
Mittie Sutton,27,$9358.42
Bobby Stone,33,$6982.41
Marie Ball,46,$9767.76
Marvin Meyer,19,$8850.89
Alberta Crawford,64,$4129.60
Celia Abbott,48,$2547.93
Harriet Jensen,55,$6633.15
Nicholas Holloway,28,$6077.05
Allen Williams,46,$5601.59
Katherine Green,54,$2578.47
Herman Blake,47,$7428.67
Leo Schultz,51,$4771.01
Frederick Bryan,59,$9715.25
David Holloway,30,$1764.07
Alfred Martin,42,$947.95
May Anderson,36,$989.17
Alfred Lewis,58,$4368.97
Mildred Bryan,45,$9551.11
Augusta Pratt,46,$1483.70
Landon Barnett,23,$5212.01
Martha Torres,43,$8179.78
Sophia Ingram,29,$9931.81
Fannie Williamson,40,$4527.88
Lottie Burke,57,$8186.37
Leonard Holland,46,$3043.91
Chase Lewis,22,$7910.54
Nelle Luna,56,$228.01
Paul Greer,21,$4396.63
Roy Lindsey,54,$3886.16
Mae Griffin,31,$8803.61
Rosalie Wise,31,$3898.57
Adelaide Montgomery,29,$3567.50
Ray Simon,44,$503.88
Dollie Arnold,40,$573.97
Lois Zimmerman,55,$8151.19
Minnie Mendoza,34,$8312.24
Clarence Olson,55,$1533.88
Gilbert Dunn,23,$7018.38
Garrett Powers,44,$8197.86
Margaret Flowers,37,$5870.29
Brandon Summers,39,$3183.33
Michael Steele,37,$400.64
Sally Walters,48,$5795.21
May Maxwell,45,$5507.96
Gabriel Thompson,45,$8779.39
Gussie Craig,41,$3371.79
Juan Roy,34,$8561.69
Francis Hines,59,$3411.56
Cordelia Waters,58,$9590.91
Francisco Ruiz,45,$8825.11
Mable Clark,47,$5835.54
Mollie Ortiz,42,$2774.31
Bobby Sandoval,53,$5679.54
Joe Pena,52,$3418.45
Barry Jenkins,57,$579.28
Charles Fletcher,56,$7361.00
Lydia Bishop,46,$2421.00
Katherine Barber,61,$7903.03
Lina Long,42,$8077.53
Angel Warren,34,$5973.52
Hilda Harper,64,$5650.05
Ronald Mann,50,$199.72
Bettie Nelson,24,$6751.18
Travis Pope,41,$4310.54
Evan Griffith,55,$471.28
Lilly Owens,35,$1432.57
Nicholas Hopkins,35,$7230.14
Bobby Barber,43,$5122.76
Christopher Johnston,62,$342.13
Donald Fletcher,64,$4923.98
Bernice Boone,24,$7870.29
Connor Rodriguez,40,$2186.14
Mabel Clarke,65,$5192.42
Laura Huff,38,$353.59
Brett Dawson,20,$2496.48
Matthew Barnett,48,$5053.75
Marion Buchanan,32,$1033.29
Sara Banks,24,$2321.56
Andrew Griffin,35,$2859.63
Della Rose,44,$6066.89
Ruth Fuller,32,$6291.95
Ollie Hayes,39,$679.30
Fanny King,28,$8062.21
Scott Black,49,$9899.96
Danny Becker,22,$3432.18
Lora Phelps,40,$2080.60
Arthur Haynes,21,$649.05
Alex Haynes,25,$6947.09
Brandon Poole,27,$9358.94
Grace Lewis,54,$7700.86
Austin Bennett,35,$2136.71
Barbara Atkins,39,$3843.39
Vincent Harrison,30,$4543.53
Joshua Harrington,21,$5798.26
Esther King,63,$9252.32
Antonio Fletcher,46,$5616.57
Zachary Welch,52,$5111.13
Marvin Ford,63,$7785.97
Cole Hardy,42,$896.74
Della Phillips,20,$651.22
Kate Cummings,40,$2317.79
Jesus Moss,53,$5713.75
Carlos Myers,44,$722.67
Anne Burgess,24,$3398.30
Carl Peters,31,$9124.27
Christopher Bowen,41,$1907.36
Nettie Watkins,27,$4688.05
Addie Harris,47,$1157.36
Daisy Flores,28,$5257.16
Teresa Rowe,59,$790.22
Adeline Copeland,34,$4957.27
Susie May,35,$9862.76
Hettie Kennedy,47,$3288.90
Anthony Grant,33,$6153.34
Nell Potter,49,$3397.62
Lola Arnold,43,$1124.96
Micheal Brock,36,$1333.61
Fanny Pope,40,$7132.75
Violet Butler,38,$4410.69
Mildred Olson,28,$6679.93
Victor Parker,64,$1595.02
Lettie Douglas,46,$5370.20
Daniel Mendez,40,$4616.00
Curtis Thornton,45,$8048.69
Marc Franklin,21,$718.53
Mary Vaughn,61,$2989.39
Blanche Olson,38,$9953.05
Jason Gonzales,28,$7042.92
Birdie Ellis,47,$4207.24
Mildred Bradley,47,$3061.42
Herman Newman,29,$7463.73
Fred Sandoval,54,$7778.51
Lula Stone,42,$1888.96
Steve Simon,43,$1609.30
Susan Collins,47,$4472.21
Teresa Bowman,39,$8962.57
Virgie Hines,46,$9130.20
Frederick French,49,$6838.77
Edna Cruz,51,$9725.93
Agnes Morris,59,$2869.54
Juan Singleton,20,$5337.51
Rena Brock,30,$9836.64
Alejandro Mendoza,59,$8679.64
Seth Armstrong,54,$9696.77
Maud Martin,33,$9717.65
Cameron Flores,27,$9220.78
Tillie Buchanan,54,$3576.75
Olga Coleman,34,$7670.36
Linnie Morrison,22,$3525.16
Connor Curtis,40,$3429.26
Peter Green,21,$8363.21
Jack Maxwell,38,$8707.65
Kevin Larson,26,$8405.80
Gregory Spencer,27,$199.50
Dollie Higgins,62,$4755.69
Clifford Weber,33,$5984.06
Curtis Lamb,30,$6924.98
Eugenia Hernandez,28,$8909.08
Miguel Myers,23,$3579.58
Lou Potter,45,$8873.92
Arthur Alexander,23,$7197.58
Vera James,55,$5393.88
Ruby Higgins,37,$7700.60
Jeffrey Lawrence,20,$1620.09
Austin Brock,39,$2668.95
Edward Chandler,56,$3701.68
Eula Wolfe,22,$9413.78
Hilda Sutton,56,$7016.18
Rose Brewer,23,$7028.65
Jeremiah Nichols,19,$4333.96
Tony Luna,52,$198.17
Lura Robertson,39,$4173.31
Stanley Jordan,32,$1620.55
Jeremy Marshall,26,$2260.06
Christine Lloyd,59,$7916.45
Augusta Elliott,23,$7940.75
Bernice Andrews,47,$47.22
Bertie Beck,51,$3821.54
Olivia Frazier,28,$4586.95
Philip Bowers,26,$3447.25
Paul Salazar,29,$111.76
Louis Fitzgerald,63,$3024.56
John Meyer,62,$7898.74
Christine Rice,47,$4048.52
Nettie Austin,23,$5779.05
Maurice Morrison,63,$7881.59
Don Ball,59,$1646.11
Helena Buchanan,30,$3749.70
Dale Roberts,24,$5035.50
Hester Byrd,27,$7706.23
Shawn Conner,18,$4084.91
Maude Moreno,38,$2970.77
Tillie Cox,22,$2238.45
Elnora McLaughlin,22,$8792.82
Gordon Waters,22,$236.57
Sophie Berry,47,$1918.93
Bradley Garcia,54,$6206.64
Lizzie Robbins,32,$6485.26
Lois Munoz,54,$9438.61
Augusta Foster,20,$5228.99
Lee Lamb,18,$1290.41
Ralph Harrington,55,$8683.39
Barbara Gross,55,$8319.46
Jose Roberts,28,$6024.28
Mason Fernandez,31,$4986.74
Clayton Davidson,35,$4412.91
Eunice Gonzales,38,$1915.39
Rhoda Grant,56,$6808.00
Jeanette Collins,60,$3175.95
Landon Wilson,19,$725.09
Mitchell Horton,37,$3142.08
Christina Robertson,58,$3182.16
Herman Hammond,57,$5890.81
Nettie Powell,18,$8908.58
Jimmy Bowman,52,$6201.95
Bernard Bush,65,$859.55
Tony Hodges,44,$4868.62
Ivan Zimmerman,27,$4635.73
Hester Curtis,38,$2426.41
Alberta Lawrence,56,$3093.57
Jessie Floyd,37,$982.59
Eric Thompson,49,$8642.45
Norman Davidson,58,$3602.13
Martin Henry,34,$5507.81
Jack Walsh,20,$7540.64
Alta Tucker,34,$3785.33
Mario Phelps,57,$1818.64
Christian Hansen,45,$3390.45
Dora Garner,59,$7282.39
Erik Fletcher,59,$329.78
Gary Doyle,55,$9940.47
Elsie Porter,25,$658.85
Jeremiah Weaver,61,$9265.38
Tony Harper,36,$4417.83
Winnie Chandler,29,$6169.98
Charlie Morales,37,$5194.57
William Robinson,23,$226.03
Christine Hammond,65,$5849.97
Todd Harvey,23,$890.67
Clarence Barker,44,$2118.55
Tyler Matthews,44,$2606.28
Jesus Carson,27,$659.10
Mildred Parsons,27,$4991.94
Louis Keller,45,$4147.11
Virginia Brown,26,$9774.01
Isaac Evans,53,$2856.14
Chris Burke,64,$820.87
Tony Lowe,62,$6378.08
Essie Patton,40,$3172.12
Vincent Jennings,38,$4978.04
Marc Gonzales,54,$124.33
Howard Chavez,54,$1146.94
Isabelle Rodgers,39,$418.66
Maud Fletcher,28,$668.27
Lizzie Walker,42,$3362.44
Kathryn Rowe,50,$6630.59
Irene Frazier,46,$2295.54
Effie Frank,49,$1715.25
Johnny Holmes,41,$6976.64
Eliza Salazar,59,$5247.32
Barbara Walsh,55,$5755.55
Phillip Kelly,36,$5284.98
Isabelle Bates,27,$5597.54
Anthony Johnson,18,$7131.29
Ernest Turner,32,$4488.64
Ollie Patrick,46,$8893.26
Landon Stephens,31,$4807.12
Kevin Bass,64,$8877.53
Cordelia Fuller,29,$1875.95
Eva Stevenson,43,$1466.06
Gregory Patton,41,$6175.78
Jackson Rios,50,$6202.71
Charles Cooper,50,$4150.51
Isaac Cruz,23,$3883.74
Lou Conner,28,$6307.36
Eunice Hines,23,$2000.64
Phillip Coleman,57,$3998.06
Mario Burke,28,$6790.22
Fannie Thompson,58,$8338.99
Helen Paul,49,$6628.42
Theodore Reyes,36,$5258.99
Paul Boone,31,$2134.32
Jacob Palmer,30,$4875.20
Randall Martinez,33,$448.49
Hester McCormick,41,$774.56
Angel Horton,32,$9479.89
Nathaniel McGuire,58,$684.58
Eva Valdez,36,$3366.13
Ryan Holt,27,$1664.48
Jeffery Murray,30,$2850.39
Louis Wade,38,$7202.87
Mark Thompson,35,$3802.44
Jose James,43,$961.76
Joel Wallace,57,$2232.62
Isabel Hunter,52,$5285.31
Henrietta Curtis,50,$8535.41
Zachary Burke,58,$8293.40
Cory Gardner,57,$1785.19
Jeremy Williams,50,$9549.61
Glen Bell,45,$2728.26
Esther Daniel,39,$6122.60
Arthur Henderson,58,$8678.08
Cole Collins,30,$9598.45
Isaiah Cooper,29,$2001.37
Brett Thompson,47,$8761.60
Devin Greer,55,$1847.62
Duane Sanders,35,$2815.80
Lettie Brooks,24,$1521.81
Nicholas Snyder,54,$8214.29
Richard Rios,39,$9254.14
Lucile Aguilar,63,$7185.98
Marcus Bennett,58,$5946.80
Georgie Ramos,39,$8351.57
Mable Barton,39,$1382.70
Robert Morrison,60,$4243.57
Jay Wood,38,$3342.28
Ophelia Drake,27,$7777.01
Austin Waters,24,$6413.12
David Holloway,64,$5027.34
Frances Mack,34,$8058.69
Jeremy Rivera,18,$7489.12
Ricardo Reese,40,$2708.09
Lulu Potter,61,$2070.36
Bertha Gonzales,45,$3984.71
Dora McCoy,41,$8237.46
Wesley Summers,47,$9189.28
Mamie Graves,46,$9571.88
Johnny Ellis,54,$1970.88
Lula Tucker,42,$2890.69
Curtis Pena,18,$9293.84
Rosie Hicks,23,$6496.55
Adelaide Abbott,28,$707.62
Theodore Silva,49,$1581.46
Howard Evans,39,$9478.91
Mollie Burton,42,$7105.87
Minnie Adkins,27,$198.15
Landon Knight,55,$2140.06
Dennis Fletcher,37,$4678.20
Stella Rivera,64,$4182.74
Herman Steele,50,$6818.89
Marion Hines,21,$4502.29
Lilly French,39,$1190.48
Mathilda Fields,56,$4153.62
Jeanette Garcia,60,$1762.36
Erik Patton,63,$9858.01
Sally Castro,47,$5048.64
Jennie McCormick,44,$5038.77
Belle Maldonado,23,$3499.66
Glen Shaw,63,$13.69
Cornelia Berry,24,$7165.17
Kevin Gonzalez,53,$1332.35
Zachary Hopkins,54,$2096.61
Tillie Hogan,29,$3104.44
Lilly Valdez,25,$3288.07
Manuel Hoffman,58,$6803.93
Isabel Pope,59,$2086.75
Isaac Shelton,62,$3461.43
Jack Massey,50,$7940.74
Lenora Blair,59,$3449.32
Melvin Colon,21,$6984.05
Ernest Stone,40,$8827.35
Mattie Caldwell,58,$5051.22
Leonard Porter,53,$7150.03
Bryan Jenkins,31,$8655.72
Shane Hoffman,34,$537.18
Mary Nelson,48,$5480.57
Elijah Torres,55,$7098.61
Blake Parker,32,$2477.17
Eugene Carr,46,$5640.99
Billy Cox,19,$2492.00
Dylan Long,56,$8748.28
Annie Lamb,24,$5247.24
Francisco Snyder,41,$3333.46
Lois Woods,62,$3335.94
Rodney Carroll,40,$7389.99
Matilda Frazier,42,$3886.80
Ethel Berry,23,$5887.92
Robert Bradley,40,$9323.72
Olivia Patrick,51,$6413.35
Julian Parsons,63,$675.56
Frederick Norris,24,$6775.27
Evan Sullivan,45,$8577.93
Isaac Cohen,47,$9484.99
Zachary Gibbs,33,$6960.51
Sylvia Little,41,$3782.24
Lois Harris,44,$2304.05
Hester Figueroa,48,$7867.82
Brian Brooks,33,$307.99
Joseph Gonzalez,36,$1697.14
Florence Sims,55,$5693.00
Dean Moody,63,$5199.71
Martha Griffith,30,$7238.41
Lewis McDaniel,26,$2677.00
Vera Barnes,60,$5959.92
Mayme McKenzie,56,$8341.73
Micheal Weaver,35,$9331.71
Connor Rios,58,$1619.63
Jeffrey Buchanan,33,$1765.57
Max Pope,46,$6280.04
Cory Klein,63,$7478.59
Alvin Craig,31,$9674.28
Elnora Brown,65,$9479.78
Lois Hill,39,$7994.52
Craig Marsh,60,$1534.15
Lewis Lawson,55,$7929.64
Sue Flores,34,$8706.14
Maud Collier,41,$5552.58
Isabel Gordon,42,$1859.56
Dean Zimmerman,49,$6923.99
Josie Simmons,60,$8827.11
Julia Ramirez,27,$5831.18
Myrtie Love,59,$7371.75
Grace Rodriguez,27,$5988.04
Amelia Freeman,39,$5132.66
Louis Terry,53,$8264.44
Charlotte Barrett,27,$3315.81
Christian Garcia,25,$7161.90
Ralph Hale,54,$9528.77
Lottie Carroll,60,$7603.55
Mason Mullins,40,$4511.18
Myra Flores,47,$3947.41
Lottie Silva,46,$9850.95
Cornelia Williams,37,$9835.13
Loretta Miller,61,$889.93
Julian Romero,20,$8982.94
Mary Conner,43,$2401.55
Matilda Simon,48,$6242.72
Julia Fowler,53,$5244.75
Cynthia Watkins,22,$995.44
Stella Edwards,46,$8800.80
Harriett Barnett,40,$4269.94
Lenora McCoy,52,$6860.40
Raymond Conner,31,$8516.11
Winnie Glover,56,$2337.24
Leroy Boone,49,$1691.15
Bill Wood,39,$5058.71
Lela Bridges,53,$3792.84
Jennie Davis,29,$8991.51
Minerva Fox,60,$7670.73
Mollie Ray,57,$5829.00
Duane Brady,18,$6055.27
Julian Meyer,64,$5875.90
Julia Newman,19,$6579.38
Maude James,32,$9625.85
Lydia Hicks,20,$4099.30
Cecilia Harper,22,$1663.04
Katie Cummings,45,$2325.94
Lina Cruz,57,$1509.27
Jon Tyler,30,$6551.17
Lester Olson,34,$5881.75
Margaret Bass,44,$3235.24
Warren McDaniel,52,$2328.20
Cora Perry,49,$8674.11
Adam Marsh,23,$5374.75
Vera Welch,44,$2555.75
Josie Abbott,61,$4933.54
Eleanor Strickland,42,$3548.78
Rodney Moreno,64,$2414.77
Chad Anderson,28,$7911.50
Josie Rose,43,$9438.41
Etta Ingram,36,$7620.04
Rosetta Jennings,31,$5028.90
Nora Guerrero,47,$4578.80
Josie Saunders,38,$5175.17
Adelaide Maxwell,51,$718.25
Paul Christensen,49,$6853.60
Nathaniel Goodwin,32,$6183.84
Thomas Reed,22,$4111.53
Bernice Page,45,$9467.71
Ian Flowers,62,$3787.60
Lucinda Lopez,47,$4338.18
Herbert Ford,55,$9916.76
Roy Lawson,53,$8271.98
Juan Matthews,30,$1531.29
Olivia Haynes,58,$1859.64
Evan Sandoval,46,$8332.18
Rosetta Porter,30,$7584.57
Ray Russell,34,$7050.05
Bernice Doyle,58,$5465.77
Dominic Henry,47,$4473.15
Hattie Colon,18,$2549.99
Rodney Ellis,36,$4582.13
Myrtie Gill,23,$1607.69
Katharine Lambert,56,$4235.47
Willie Wolfe,57,$8531.50
Alejandro Herrera,65,$5564.39
Isabel Hanson,42,$905.00
Bessie Olson,20,$9364.76
Darrell Casey,32,$3044.44
Frank Johnston,40,$6594.92
Thomas Montgomery,40,$6326.61
Ruby Santiago,65,$3965.65
Jonathan Ortega,59,$3270.19
Louis Owens,56,$8944.10
Bill Nash,42,$9881.01
Mildred Hammond,55,$6812.68
Keith Moody,32,$1193.79
Julian Johnson,52,$7940.37
Randall McCormick,32,$5442.68
James Bradley,42,$2096.69
Millie Walton,63,$2235.79
Alex Patrick,50,$2760.37
Jerry Copeland,20,$10.57
Edith Frank,40,$8877.85
Leroy Carter,62,$5236.37
Estelle Hall,53,$7212.09
Jayden Strickland,21,$1558.33
Travis McCormick,59,$9617.53
Marguerite Hayes,48,$6565.68
Evelyn Padilla,44,$1755.01
Chad Austin,26,$2230.01
Sophia Curry,18,$8547.87
Lora Bennett,35,$9733.94
Bradley Dean,45,$1394.52
Jim Mendez,36,$4977.48
Chris Carter,34,$6438.29
Oscar Cooper,57,$457.74
Isaiah Sandoval,26,$40.22
Barry Morgan,28,$2384.59
Eddie Miles,38,$1408.50
Viola Ross,45,$3807.97
Kathryn Garrett,24,$6597.19
Chris Park,53,$5848.00
Katie Bass,56,$146.08
Milton Ford,58,$7628.07
Cody Gilbert,40,$4659.95
Willie McGee,35,$213.90
Gavin Quinn,50,$3272.29
Terry Butler,54,$8078.33
Gertrude Williams,47,$8700.78
Loretta Powers,62,$9702.71
Stella Meyer,39,$5646.76
Carlos Barrett,55,$9892.04
Nettie Morrison,65,$5745.86
Lilly Ward,34,$7589.57
Lizzie Francis,51,$2520.80
Adelaide Lyons,18,$2938.49
Amanda Luna,34,$3277.10
Rose Moran,56,$1620.29
Sallie Nunez,22,$1712.23
Tom Bates,41,$3368.57
Chris Reeves,57,$9805.94
Marguerite Jordan,52,$2235.76
Jayden Ball,54,$5768.64
Alexander Mendoza,46,$7808.67
Rose Atkins,53,$2119.06
Herbert Long,59,$8799.15
Caroline Miles,42,$3327.32
Polly Jimenez,60,$9058.96
Caroline Poole,23,$1137.64
Ophelia Cortez,22,$2210.24
Louis Hawkins,39,$4793.11
